dataset,video_id,video,video_width,video_height,video_length,track,track_length,track_length_visible,presence_ratio,occlusion_percentage,number_of_occlusions,avg_occlusion_length,max_occlusion_length,min_occlusion_length,avg_speed,number_of_abrupt_motion_changes,min_scale,max_scale,avg_scale,number_of_scale_changes,avg_scale_change,number_of_shape_changes,category
BDD,1,b1c66a42-6f7d68ca,1280,720,202,18,36.0,36,0.1782178217821782,0.0,0,0.0,0.0,0.0,0.01389245319200473,3,716.5087038571169,31236.493231923905,5997.178413778109,1,0.16441875683043383,3,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,19,16.0,16,0.07920792079207921,0.0,0,0.0,0.0,0.0,0.020428071378609306,1,4302.074011019916,44996.93490674644,23810.113982660398,1,0.18348441977246513,4,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,20,19.0,19,0.09405940594059406,0.0,0,0.0,0.0,0.0,0.019942227012116707,3,3553.8668702725463,35140.736220018975,11542.288094973612,2,0.20914091405413343,4,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,21,27.0,27,0.13366336633663367,0.0,0,0.0,0.0,0.0,0.016153591992075483,2,1117.0975175093752,33732.746253713594,7258.277607252221,0,0.17602842855079606,2,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,22,25.0,25,0.12376237623762376,0.0,0,0.0,0.0,0.0,0.01812288308018609,3,2668.31141348025,43456.95878158982,10578.110238725167,2,0.18354679384741593,3,truck
BDD,1,b1c66a42-6f7d68ca,1280,720,202,23,22.0,22,0.10891089108910891,0.0,0,0.0,0.0,0.0,0.01884353120935906,4,3410.7711249278573,34652.26891822374,11174.595240014522,1,0.16776901229243574,3,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,24,119.0,119,0.5891089108910891,0.0,0,0.0,0.0,0.0,0.005908209650667701,0,177.05257413257286,1079.388768821162,610.9277084131976,1,0.1153887052824365,1,rider
BDD,1,b1c66a42-6f7d68ca,1280,720,202,25,39.0,39,0.19306930693069307,0.0,0,0.0,0.0,0.0,0.013520921376507481,3,268.0216520898183,37761.152980147424,6183.213214418686,4,0.21523761642903677,8,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,26,52.0,49,0.25742574257425743,5.769230769230769,1,3.0,3.0,3.0,0.01047147671673747,3,157.4237783040737,39575.42531073853,4661.2088179423345,3,0.1839839494262716,7,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,27,16.0,16,0.07920792079207921,0.0,0,0.0,0.0,0.0,0.008022881224429509,0,223.21035471299274,1085.1885687384665,564.846347735283,2,0.2565220969886009,3,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,28,93.0,93,0.4603960396039604,0.0,0,0.0,0.0,0.0,0.0032588924012764446,0,389.56213959327675,3834.807293068546,1034.669407308723,2,0.09819921873852862,45,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,29,36.0,36,0.1782178217821782,0.0,0,0.0,0.0,0.0,0.010690810856035288,2,135.5086167412624,11583.881709211177,1569.1022512794216,2,0.22540492896078188,11,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,30,13.0,13,0.06435643564356436,0.0,0,0.0,0.0,0.0,0.003485926324816959,0,286.29142677420407,1035.3979606996731,596.5195771181752,1,0.23230512890087193,7,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,31,18.0,18,0.0891089108910891,0.0,0,0.0,0.0,0.0,0.00862807624503253,0,220.21395408315283,1670.1938772204555,962.4700749201106,2,0.22085806143877287,10,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,32,21.0,21,0.10396039603960396,0.0,0,0.0,0.0,0.0,0.0162337832941595,1,1601.4731357921723,33223.478089269505,9390.351703457978,2,0.2230160634639753,3,truck
BDD,1,b1c66a42-6f7d68ca,1280,720,202,33,2.0,2,0.009900990099009901,0.0,0,0.0,0.0,0.0,0.002066948968496342,0,526.9144079139959,556.5848741269881,541.7496410204919,0,0.056309840397902135,0,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,34,32.0,32,0.15841584158415842,0.0,0,0.0,0.0,0.0,0.012550018252801432,3,182.8586208064764,10859.80713590997,1773.281769859818,2,0.21188043066677253,5,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,35,26.0,26,0.12871287128712872,0.0,0,0.0,0.0,0.0,0.013793522083437431,3,171.56559365441277,11383.376621221201,2018.6947174431532,1,0.21079614482169298,4,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,36,10.0,8,0.04950495049504951,20.0,1,2.0,2.0,2.0,0.009420614856340917,0,198.8679818768301,877.4821792398859,478.95467483441166,2,0.38211511002519555,1,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,37,3.0,3,0.01485148514851485,0.0,0,0.0,0.0,0.0,0.006784750842575394,0,268.67556572591286,344.747793109178,301.8261059408903,0,0.21799122856137643,1,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,38,52.0,52,0.25742574257425743,0.0,0,0.0,0.0,0.0,0.010348218497762874,4,300.8297170788741,39568.52409886248,4153.523915434439,4,0.20705930042965795,10,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,39,18.0,18,0.0891089108910891,0.0,0,0.0,0.0,0.0,0.0170197171564105,0,620.0050175288951,9380.574196982738,3538.242760764086,4,0.45521262323444156,13,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,40,13.0,8,0.06435643564356436,38.46153846153847,1,5.0,5.0,5.0,0.02933392022869284,1,1146.3484710039738,4851.879116648432,2365.684759268762,2,0.36757704245876227,2,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,41,18.0,18,0.0891089108910891,0.0,0,0.0,0.0,0.0,0.019442427795433294,2,314.5246325676221,9141.82118340387,2537.8206835402984,5,0.33701655962779015,5,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,42,24.0,24,0.1188118811881188,0.0,0,0.0,0.0,0.0,0.015582435710829717,3,330.5339936379757,17147.275281734535,2901.305838316103,3,0.25157645264318407,10,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,43,21.0,21,0.10396039603960396,0.0,0,0.0,0.0,0.0,0.01875149883814044,3,150.11872444980258,9290.246281540349,1801.3685267693431,4,0.3481197603461895,5,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,44,21.0,21,0.10396039603960396,0.0,0,0.0,0.0,0.0,0.019940212751971227,2,231.79441994035415,12849.133069698571,3945.0759014567393,6,1.2704450312316424,10,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,45,19.0,19,0.09405940594059406,0.0,0,0.0,0.0,0.0,0.019049898771350254,1,407.6687773727515,6329.043183694373,2652.461583599294,3,0.283432050564065,11,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,46,11.0,9,0.054455445544554455,18.181818181818183,1,2.0,2.0,2.0,0.022986745089552,1,656.570642864149,1980.0685642680241,1056.3438243669264,2,0.2498001990357968,2,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,47,122.0,108,0.6039603960396039,11.475409836065573,1,14.0,14.0,14.0,0.006487900681688896,0,145.22183814085915,1078.9986793442076,622.2614420878764,2,0.11535880131068775,7,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,48,28.0,28,0.13861386138613863,0.0,0,0.0,0.0,0.0,0.018104329902096872,4,461.86356164522863,40111.783887407415,7696.825812229644,3,0.24747985746039247,3,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,49,3.0,3,0.01485148514851485,0.0,0,0.0,0.0,0.0,0.024750902812026604,0,719.4290219336841,1316.3603358053429,1106.705918898363,1,0.405072883960727,1,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,50,11.0,11,0.054455445544554455,0.0,0,0.0,0.0,0.0,0.024757027543104833,0,1938.019057136017,10844.02553950774,6302.436212974251,2,0.2873699124073782,7,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,51,12.0,12,0.0594059405940594,0.0,0,0.0,0.0,0.0,0.025086514973332162,2,750.7543609653007,7120.011832827798,3190.003854297991,3,0.36487980136667564,7,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,52,28.0,28,0.13861386138613863,0.0,0,0.0,0.0,0.0,0.011916142110126059,0,423.9120691137779,9677.0162236008,2928.8552685205836,6,0.40615594319759046,17,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,53,1.0,1,0.0049504950495049506,0.0,0,0.0,0.0,0.0,0.0,0,4701.243366050697,4701.243366050697,4701.243366050697,0,0.0,0,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,54,7.0,7,0.034653465346534656,0.0,0,0.0,0.0,0.0,0.006759971842676072,0,190.68601142699927,416.94870813505855,288.11745311981997,1,0.31233987467274366,1,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,55,31.0,31,0.15346534653465346,0.0,0,0.0,0.0,0.0,0.016952149978547163,5,150.67835524428003,30597.420385250654,4230.276421763141,3,0.2923640747527259,5,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,56,28.0,28,0.13861386138613863,0.0,0,0.0,0.0,0.0,0.0180792443264131,4,455.2134279780126,37681.55737873142,6959.14298924186,1,0.23203297182594368,2,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,57,5.0,5,0.024752475247524754,0.0,0,0.0,0.0,0.0,0.029075755718695022,1,2006.594092093213,5827.590582465969,3809.8934812511916,1,0.5594098487383998,4,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,58,5.0,5,0.024752475247524754,0.0,0,0.0,0.0,0.0,0.024490212656676613,0,533.7138457772812,1713.029581117776,1076.4195826317732,1,0.46431354737267144,1,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,59,4.0,4,0.019801980198019802,0.0,0,0.0,0.0,0.0,0.028021735769697364,0,845.3721412647856,1030.4582738517247,944.0254727588393,0,0.12546650559185887,3,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,60,4.0,4,0.019801980198019802,0.0,0,0.0,0.0,0.0,0.02651946493757046,1,368.22037282904637,920.9738258303216,551.5628225454128,2,0.42607690085475863,1,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,61,4.0,4,0.019801980198019802,0.0,0,0.0,0.0,0.0,0.022663332586922536,0,344.74779310917944,4121.47791245434,2052.7521534278485,2,2.9015391185866926,2,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,62,19.0,15,0.09405940594059406,21.052631578947366,1,4.0,4.0,4.0,0.02593639790378947,3,185.044244530115,9130.69313556385,1507.8242922558723,4,0.46303538543165995,7,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,63,6.0,6,0.0297029702970297,0.0,0,0.0,0.0,0.0,0.041642019647109105,2,558.2826012383888,2718.5581571863813,1663.7003555655217,1,0.3879318726919241,1,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,64,7.0,7,0.034653465346534656,0.0,0,0.0,0.0,0.0,0.032479177691479996,2,1324.418133530016,5720.503497502503,3772.601636366691,1,0.3104293854290581,3,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,65,26.0,26,0.12871287128712872,0.0,0,0.0,0.0,0.0,0.018011498798100087,4,243.11811971435102,30452.064325606247,5634.54895734652,0,0.2536201604323981,2,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,66,14.0,14,0.06930693069306931,0.0,0,0.0,0.0,0.0,0.02483961556269212,3,443.84238840104945,18590.905196451316,4554.264882341456,6,0.4098203174104014,4,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,67,6.0,6,0.0297029702970297,0.0,0,0.0,0.0,0.0,0.03190281387790396,1,1080.2568561000594,5696.880307006042,3399.8442378986406,2,0.4452466769190971,2,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,68,2.0,2,0.009900990099009901,0.0,0,0.0,0.0,0.0,0.030859537868707737,0,739.5310761747122,6324.52472925041,3532.027902712561,0,0.8830693043614105,0,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,69,7.0,7,0.034653465346534656,0.0,0,0.0,0.0,0.0,0.030601092865747453,1,323.6483262528755,3928.005219662365,2111.650368734199,4,2.2466846538057825,4,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,70,11.0,11,0.054455445544554455,0.0,0,0.0,0.0,0.0,0.03916762834510996,4,1654.319147615112,22980.663455820617,7873.496416543522,4,0.428131812103015,5,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,71,3.0,3,0.01485148514851485,0.0,0,0.0,0.0,0.0,0.036832129081399455,1,999.7624409771108,6436.919311781688,4586.566297278282,1,0.42979018059280527,2,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,72,18.0,18,0.0891089108910891,0.0,0,0.0,0.0,0.0,0.020141422561999068,3,469.5250619369621,17104.837221407444,3536.639049754264,3,0.30004360891242277,5,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,73,5.0,5,0.024752475247524754,0.0,0,0.0,0.0,0.0,0.02643704347039705,0,374.88898481208423,5569.75814436442,3508.47334636277,1,0.4298740974361569,2,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,74,22.0,20,0.10891089108910891,9.090909090909092,2,1.0,1.0,1.0,0.01638386306277892,2,322.267207209645,5385.561969820475,2015.253610362779,4,0.4144001644370088,7,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,75,22.0,17,0.10891089108910891,22.727272727272727,1,5.0,5.0,5.0,0.01701885010960271,1,159.43179940226574,4574.404690787094,1407.460393887939,3,0.33475093600974426,4,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,76,19.0,19,0.09405940594059406,0.0,0,0.0,0.0,0.0,0.01298224768631523,1,335.7382241685049,2068.277009724832,801.3370396189582,3,0.28470272591657086,3,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,77,21.0,16,0.10396039603960396,23.809523809523807,2,2.5,3.0,2.0,0.01919362038319516,2,316.71025629126154,4202.178135942192,1371.6086694271305,3,0.2968403316017802,4,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,78,19.0,19,0.09405940594059406,0.0,0,0.0,0.0,0.0,0.019858418977873205,2,309.64566644525104,10875.290100389486,2347.638284518688,3,0.3122626229077393,6,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,79,28.0,21,0.13861386138613863,25.0,3,2.3333333333333335,4.0,1.0,0.014786280681009758,0,228.12167011291055,5514.38182043878,1737.9787445195373,7,0.5669898056839683,11,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,80,33.0,22,0.16336633663366337,33.33333333333333,2,5.5,10.0,1.0,0.016163301451061228,1,317.2827726826808,6540.860853734525,2147.840513610814,4,0.32459459009577046,6,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,81,18.0,8,0.0891089108910891,55.55555555555556,1,10.0,10.0,10.0,0.010624900584811319,0,227.4496120516567,818.993963259081,497.9774182309433,1,0.32920046150709686,1,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,82,12.0,12,0.0594059405940594,0.0,0,0.0,0.0,0.0,0.02430437260295433,1,1213.41776722075,12970.16802061422,5212.598740583932,1,0.2551180843036975,6,bus
BDD,1,b1c66a42-6f7d68ca,1280,720,202,83,132.0,121,0.6534653465346535,8.333333333333332,5,2.2,4.0,1.0,0.010438901262643137,7,180.6673564483539,8502.580834880308,3633.9071433808845,12,0.20162945994936654,28,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,84,10.0,10,0.04950495049504951,0.0,0,0.0,0.0,0.0,0.03426402276684987,3,414.5781678722322,10129.146161855657,3190.3406736532866,6,0.5470992874535644,5,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,85,17.0,17,0.08415841584158416,0.0,0,0.0,0.0,0.0,0.02047533257695621,2,480.4077984862211,11186.525538729995,2992.8362943117654,2,0.270723401221614,3,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,86,25.0,21,0.12376237623762376,16.0,1,4.0,4.0,4.0,0.01499176790576196,1,399.790457919938,5306.34709108868,1909.3364301030604,2,0.23523409703296155,6,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,87,84.0,59,0.4158415841584158,29.761904761904763,2,12.5,15.0,10.0,0.010391249605180822,0,145.2323913021817,442.8437069615632,278.39428654512506,3,0.1712524177622523,5,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,88,11.0,10,0.054455445544554455,9.090909090909092,1,1.0,1.0,1.0,0.020686466829400504,0,1167.5849058444774,2850.58907748139,1982.5884607920555,0,0.15175015718139898,4,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,89,8.0,8,0.039603960396039604,0.0,0,0.0,0.0,0.0,0.02189693994460824,0,964.6595592795907,6615.0740259924305,4567.134904592722,1,0.48129603917073027,4,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,90,20.0,20,0.09900990099009901,0.0,0,0.0,0.0,0.0,0.0142172236893192,1,526.9990276931783,6056.7899829466305,2221.3693179390393,2,0.2002043429502145,3,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,91,12.0,12,0.0594059405940594,0.0,0,0.0,0.0,0.0,0.006322035827703055,0,197.69134114794645,533.2771993502939,384.27936421450744,0,0.15783283132255643,5,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,92,9.0,9,0.04455445544554455,0.0,0,0.0,0.0,0.0,0.021052877316739008,0,886.1690940668333,6522.084591710393,3856.3565977098933,2,0.310181363619202,3,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,93,15.0,15,0.07425742574257425,0.0,0,0.0,0.0,0.0,0.01143481453416679,0,574.9622351348676,3027.9747007436904,2115.178059209421,2,0.23534461442917576,9,truck
BDD,1,b1c66a42-6f7d68ca,1280,720,202,94,1.0,1,0.0049504950495049506,0.0,0,0.0,0.0,0.0,0.0,0,770.5427811521072,770.5427811521072,770.5427811521072,0,0.0,0,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,95,23.0,23,0.11386138613861387,0.0,0,0.0,0.0,0.0,0.020650523630853675,3,539.9183768860308,6850.41747946286,3084.759760465363,2,0.1886998163725976,6,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,96,48.0,45,0.2376237623762376,6.25,1,3.0,3.0,3.0,0.023021851345708003,6,228.45382831064003,119678.02544883074,12094.051200474201,6,0.2633162361863238,16,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,97,41.0,41,0.20297029702970298,0.0,0,0.0,0.0,0.0,0.027293391251748206,5,231.29658820487984,165782.08251938512,13166.312792527207,7,0.25132706350422274,9,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,98,67.0,66,0.3316831683168317,1.4925373134328357,1,1.0,1.0,1.0,0.009701225195381724,0,268.1942764679594,1653.8094252844664,742.1719096065234,0,0.13644570596592853,16,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,99,17.0,17,0.08415841584158416,0.0,0,0.0,0.0,0.0,0.023623937947048014,2,373.19532449226625,2031.8002625508016,1128.06212074126,0,0.15848043778826648,0,pedestrian
BDD,1,b1c66a42-6f7d68ca,1280,720,202,100,60.0,50,0.297029702970297,16.666666666666664,2,5.0,6.0,4.0,0.024124603355577062,7,144.01197899543476,83293.71325219316,6433.170010164974,7,0.2783301649760828,14,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,101,50.0,48,0.24752475247524752,4.0,1,2.0,2.0,2.0,0.020581748236010434,7,389.79030628477665,221907.3848180729,17450.584720652405,3,0.19804419004538926,6,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,102,35.0,34,0.17326732673267325,2.857142857142857,1,1.0,1.0,1.0,0.026280528457225553,7,388.1980527108952,255008.12828013833,26598.74848268729,4,0.2633910971776976,4,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,103,62.0,60,0.3069306930693069,3.225806451612903,1,2.0,2.0,2.0,0.00430805054475583,1,264.74139274040095,1304.5219701025874,836.8659982631619,3,0.09446280419186105,8,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,104,31.0,31,0.15346534653465346,0.0,0,0.0,0.0,0.0,0.0031265894352818712,0,176.6830961867966,632.4771627242638,392.1228993803381,0,0.07688911375484234,4,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,105,1.0,1,0.0049504950495049506,0.0,0,0.0,0.0,0.0,0.0,0,367.42648477791175,367.42648477791175,367.42648477791175,0,0.0,0,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,106,41.0,35,0.20297029702970298,14.634146341463413,1,6.0,6.0,6.0,0.021852764086567486,6,474.21507089826383,88579.64804231924,13678.678769816572,3,0.23956038383194855,9,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,107,43.0,43,0.21287128712871287,0.0,0,0.0,0.0,0.0,0.002999555337667519,0,150.92451844494832,701.1360135453041,280.3571460326416,1,0.15107474948170246,10,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,108,59.0,48,0.29207920792079206,18.64406779661017,1,11.0,11.0,11.0,0.01704779609977998,5,159.45279812767043,194366.18446148175,14184.198107696937,5,0.20622403920604193,6,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,109,2.0,2,0.009900990099009901,0.0,0,0.0,0.0,0.0,0.002861955470020283,0,353.84216769394686,353.84216769394686,353.84216769394686,0,0.0,0,pedestrian
BDD,1,b1c66a42-6f7d68ca,1280,720,202,110,53.0,41,0.2623762376237624,22.641509433962266,4,3.0,3.0,3.0,0.010786852131931892,3,152.37273927756547,1721.53664944332,904.3681710758451,7,0.29101524839569437,6,pedestrian
BDD,1,b1c66a42-6f7d68ca,1280,720,202,111,51.0,42,0.2524752475247525,17.647058823529413,4,2.25,3.0,2.0,0.01062698470620936,3,287.43190328393285,2578.197989635976,1165.3233826386852,6,0.28787501955200145,3,pedestrian
BDD,1,b1c66a42-6f7d68ca,1280,720,202,112,4.0,4,0.019801980198019802,0.0,0,0.0,0.0,0.0,0.0008901066663183497,0,198.2848059236352,284.94031728202,250.80696296219065,0,0.13255624719899464,0,pedestrian
BDD,1,b1c66a42-6f7d68ca,1280,720,202,113,34.0,30,0.16831683168316833,11.76470588235294,1,4.0,4.0,4.0,0.00815556012153414,0,276.76753180415716,795.6463309423167,536.2423733875667,5,0.36071780103951234,3,pedestrian
BDD,1,b1c66a42-6f7d68ca,1280,720,202,114,9.0,9,0.04455445544554455,0.0,0,0.0,0.0,0.0,0.017970395963585094,0,887.6973667671218,4352.179875742212,2765.862571499657,2,0.4385745752367862,7,bus
BDD,1,b1c66a42-6f7d68ca,1280,720,202,115,28.0,25,0.13861386138613863,10.714285714285714,1,3.0,3.0,3.0,0.009030631994813037,1,122.40746817622312,270.8072745845238,174.70470356929982,1,0.11838013056524947,4,pedestrian
BDD,1,b1c66a42-6f7d68ca,1280,720,202,116,3.0,3,0.01485148514851485,0.0,0,0.0,0.0,0.0,0.00669816701276451,0,475.52322793718236,674.2967183765433,587.4280750336809,0,0.19787159612957178,1,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,117,16.0,16,0.07920792079207921,0.0,0,0.0,0.0,0.0,0.0033892696210347088,0,182.1300795652613,319.15634670673285,242.35543573129502,0,0.10121628795905539,3,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,118,11.0,11,0.054455445544554455,0.0,0,0.0,0.0,0.0,0.004589566282631744,0,289.3880460059884,973.6955576374044,665.7626633643121,1,0.2450298649501633,5,car
BDD,1,b1c66a42-6f7d68ca,1280,720,202,119,9.0,9,0.04455445544554455,0.0,0,0.0,0.0,0.0,0.017963457052328883,1,171.18345307807144,263.2271625451728,239.8257014191031,0,0.07563728053878345,0,pedestrian
